year,page,code,name,opening,received,total,transferred,fa_received,fa_disposed,replied,rejected,disciplinary,fee_rs,charges_rs,penalty_rs,amount_total_rs,capios,cpios,faas,officers_total
2022-23,162,59.41,Aryabhat Institute of Technology,3,11,14,0,2,2,13,0,0,10,0,0,10,0,0,0,0
2022-23,162,59.42,Department of Women and Child Development,95,950,1045,257,161,158,706,15,0,1170,694,0,1864,0,0,0,0
2022-23,162,59.43,Attar Sain Jain Eye and General Hospital,0,20,20,0,2,1,20,0,0,120,0,0,120,0,1,1,2
2022-23,162,59.44,Babu Jagjivan Ram Memorial Hospital,0,9,9,0,1,1,8,4,0,49,0,0,49,0,0,0,0
2022-23,162,59.45,Bhagini Nivedita College,203,66,269,0,8,0,44,0,0,440,0,0,440,0,1,1,2
2022-23,162,59.46,Bhagwan Mahavir Hospital,1,62,63,1,0,0,54,0,0,680,18,0,698,1,1,1,3
2022-23,162,59.47,Bhim Rao Ambedkar College,167,46,213,0,3,0,8,0,0,0,0,0,0,0,0,1,1
2022-23,162,59.48,Delhi Jal Board,873,1898,2771,32,365,360,1997,0,0,7450,930,0,8380,0,180,62,242
2022-23,162,59.49,Board of Homoeopathic System of Medicine Delhi,5,20,25,1,0,0,2,0,0,68,50,0,118,0,0,0,0
2022-23,162,59.50,Central Jail Tihar,0,611,611,47,77,77,564,0,0,3220,3740,0,6960,0,0,0,0
2022-23,163,59.51,Chacha Nehru Bal Chikitsalaya,0,44,44,0,1,1,44,0,0,140,0,0,140,0,0,0,0
2022-23,163,59.52,College of Art,0,60,60,0,10,10,54,0,0,340,0,0,340,0,1,1,2
2022-23,163,59.53,Commission for OBC,0,41,41,21,0,0,19,0,0,130,0,0,130,0,1,1,2
2022-23,163,59.54,Deen Dayal Upadhyay Hospital,0,181,181,0,8,8,96,0,1,640,1255,1,1896,0,0,0,0
2022-23,163,59.55,Deen Dayal Upadhyaya College,1,56,57,5,3,0,49,3,0,20,299,0,319,2,1,1,4
2022-23,163,59.56,Delhi Agricultural Marketing Board,7,338,345,72,37,24,265,2,0,1040,4380,0,5420,14,14,2,30
2022-23,163,59.57,Delhi Bharatiya Chikitsa Parishad,2,15,17,1,0,0,16,0,0,100,0,0,100,0,1,0,1
2022-23,163,59.58,Delhi Co Operative Housing Finance Corporation Limited,4,35,39,3,5,2,30,4,0,200,0,0,200,1,1,1,3
2022-23,163,59.59,Delhi Commission for Safai Karamcharis,0,67,67,28,16,16,39,0,0,0,0,0,0,0,1,1,2
2022-23,163,59.60,Delhi Commission for Women,12,569,581,87,44,23,492,0,0,4910,4898,0,9808,1,1,1,3
2022-23,163,59.61,Delhi Consumers Cooperative Wholesale Store Limited,0,17,17,0,1,0,15,0,0,60,0,0,60,0,1,1,2
2022-23,163,59.62,Delhi Dental Council,1,36,37,0,0,0,37,0,0,20,0,0,20,1,1,0,2
2022-23,163,59.63,Delhi Fire Services,16,932,948,22,130,17,842,0,0,6005,160,0,6165,0,8,1,9
2022-23,163,59.64,Delhi Institute of Hotel Management and Catering Technology,0,4,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0
2022-23,163,59.65,Delhi Institute of Pharmaceutical Sciences and Research,4,77,81,1,14,12,73,0,0,640,0,0,640,1,1,1,3
2022-23,163,59.66,Delhi Khadi and Village Industries Board,0,20,20,0,6,6,20,0,0,30,0,0,30,1,1,1,3
2022-23,163,59.67,Delhi Legislative Assembly Secretariat,639,243,882,45,16,13,106,0,0,960,1166,0,2126,1,1,1,3
2022-23,163,59.68,Delhi Minorities Commission,1,111,112,29,6,4,79,0,0,430,0,0,430,0,0,0,0
2022-23,163,59.69,Delhi Nursing Council,179,34,213,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,163,59.70,Delhi Pharmacy Council,0,23,23,8,0,0,15,0,0,30,0,0,30,0,1,1,2
2022-23,164,59.71,Delhi Pollution Control Committee,18,258,276,15,97,64,238,0,0,1490,2012,0,3502,0,0,0,0
2022-23,164,59.72,Delhi Sanskrit Academy,1,14,15,0,0,0,15,0,0,20,0,0,20,0,0,0,0
2022-23,164,59.73,Delhi SC ST OBC Minority Handicapped Finance and Dev Corp,0,25,25,0,2,2,25,0,0,150,50,0,200,0,0,0,0
2022-23,164,59.74,Delhi State AIDS Control Society,241,63,304,0,8,4,56,2,0,122,490,0,612,1,0,1,2
2022-23,164,59.75,Delhi State Civil Supplies Corporation Limited,0,46,46,15,6,6,27,0,0,120,70,0,190,0,1,1,2
2022-23,164,59.76,Delhi State Consumer Disputes Redressal Commission,16,38,54,26,6,4,21,0,0,110,0,0,110,0,1,1,2
2022-23,164,59.77,Delhi State Haj Committee,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2022-23,164,59.78,Delhi State Industrial and Infrastructure Development Corporation Limited,4,708,712,52,39,32,656,0,0,4760,3896,0,8656,0,0,0,0
2022-23,164,59.79,Delhi Subordinate Services Selection Board,377,6632,7009,584,994,909,5996,30,0,0,0,0,0,0,16,2,18
2022-23,164,59.80,Delhi Tourism and Transporation Devel­ opment Corporation Limited,259,173,432,44,47,41,80,0,0,970,146,0,1116,0,13,1,14
2022-23,164,59.81,Delhi Transco Limited,0,287,287,0,91,91,287,0,0,913,2222,0,3135,1,5,4,10
2022-23,164,59.82,Delhi Transport Corporation,560,1272,1832,178,251,203,1048,0,0,11180,1070,0,12250,0,0,0,0
2022-23,164,59.83,Delhi Wakf Board,25,448,473,35,73,67,229,147,0,2620,200,0,2820,0,1,1,2
2022-23,164,59.84,"Department for the Welfare of SC, ST, OBC and Minorities",49,544,593,157,26,16,375,0,0,210,0,0,210,1,1,1,3
2022-23,164,59.85,Department of Archaeology,1,47,48,23,1,1,21,4,0,0,0,0,0,0,0,0,0
2022-23,164,59.86,Department of Delhi Archives,8,276,284,26,15,14,252,0,0,1924,2135,0,4059,1,1,0,2
2022-23,164,59.87,Department of Environment,65,69,134,45,20,0,0,0,0,490,0,0,490,0,1,1,2
2022-23,164,59.88,Department of Food Safety,5,167,172,72,16,10,84,5,0,990,15,0,1005,1,17,1,19
2022-23,164,59.89,Department of Forest and Wild Life,5,1194,1199,149,70,70,993,6,0,2420,227,0,2647,0,5,1,6
2022-23,165,59.90,Department of Industries,0,106,106,48,11,9,48,0,0,400,0,0,400,0,0,0,0
2022-23,165,59.91,"Department of Law, Justice and Legislative Affairs",138,357,495,345,12,12,51,1,0,0,0,0,0,1,1,1,3
2022-23,165,59.92,Department of Power,0,672,672,158,76,76,514,0,0,320,190,0,510,0,3,1,4
2022-23,165,59.93,Department of Trade and Taxes,17,145,162,16,64,51,146,0,0,1360,0,0,1360,154,1,1,156
2022-23,165,59.94,Department of Training and Technical Education,0,542,542,106,109,109,436,0,0,1070,3636,0,4706,18,18,18,54
2022-23,165,59.95,Department of Urban Development,1,1607,1608,1149,32,32,400,50,0,1040,450,0,1490,11,11,0,22
2022-23,165,59.96,Development Department,9,530,539,319,61,25,213,4,0,800,216,0,1016,0,5,0,5
2022-23,165,59.97,Directorate General of Home Guards GNCTD,113,101,214,0,4,0,70,3,0,380,78,0,458,4,1,1,6
2022-23,165,59.98,Directorate of Agricultural Marketing,0,10,10,1,0,0,9,0,0,10,0,0,10,0,0,0,0
2022-23,165,59.99,Directorate of Audit,3,38,41,0,5,4,28,12,0,0,0,0,0,1,1,1,3
2022-23,165,59.100,Directorate of Education,842,32071,32913,7466,2294,1548,21536,1789,0,26142,10667,0,36809,47,47,8,102
2022-23,165,59.101,Directorate of Employment,4,159,163,55,0,0,108,0,0,110,0,0,110,0,1,1,2
2022-23,165,59.102,Directorate of Family Welfare,16,355,371,198,7,5,166,0,0,30,0,0,30,1,1,0,2
2022-23,165,59.103,Directorate of Gurudwara Election,0,15,15,4,7,7,11,0,0,80,10,0,90,1,1,1,3
2022-23,165,59.104,Directorate of Health Services Head Quarter,12738,5438,18176,1003,248,207,1264,0,0,3620,648,0,4268,1,23,1,25
2022-23,165,59.105,Directorate of Higher Education,4,353,357,145,15,15,212,0,0,202,0,0,202,0,0,0,0
2022-23,165,59.106,Directorate of Ayush,395,101,496,17,3,3,65,0,0,250,490,0,740,1,2,2,5
2022-23,165,59.107,Directorate of Information and Publicity,1,227,228,18,21,21,206,1,0,1020,54,0,1074,0,1,1,2
2022-23,166,59.108,Directorate of Prohibition,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2022-23,166,59.109,Directorate of Prosecution Delhi,0,94,94,13,9,9,81,0,0,450,162,0,612,0,0,0,0
2022-23,166,59.110,Directorate of Small Savings and Lotteries,0,3,3,1,0,0,2,0,0,30,0,0,30,1,1,1,3
2022-23,166,59.111,Directorate of Training UTCS,0,5,5,1,1,0,4,0,0,0,0,0,0,1,1,1,3
2022-23,166,59.112,Directorate of Vigilance and Anti Cor­ ruption,14,475,489,130,52,15,326,13,0,2040,238,0,2278,9,0,2,11
2022-23,166,59.113,Dr. B.R. Sur Homoeopathic Medical Col­ lege and Hospital,64,110,174,6,2,2,60,0,0,30,0,0,30,0,0,0,0
2022-23,166,59.114,Dr. Baba Saheb Ambedkar Hospital,2,181,183,25,37,37,150,0,0,1190,168,0,1358,1,1,1,3
2022-23,166,59.115,Dr. Hedgewar Arogya Sansthan,2,117,119,2,14,14,109,0,0,980,40,0,1020,1,1,1,3
2022-23,166,59.116,Dr. N.C. Joshi Memorial Hospital,1,14,15,1,2,2,14,0,0,90,0,0,90,0,0,0,0
2022-23,166,59.117,Dte. of Economics and Statistics,1,49,50,10,0,0,40,0,0,0,0,0,0,1,1,1,3
2022-23,166,59.118,Excise Entertainment and Luxury Tax,0,168,168,0,27,13,168,0,0,0,0,0,0,0,0,0,0
2022-23,166,59.119,G.B. Pant Hospital,248,133,381,1,24,24,380,0,0,410,0,0,410,1,1,1,3
2022-23,166,59.120,Guru Gobind Singh Government Hospital,4,41,45,0,3,3,44,0,0,120,0,0,120,1,1,1,3
2022-23,166,59.121,Guru Gobind Singh Indraprastha University,0,431,431,32,77,77,397,0,0,1160,0,0,1160,0,1,0,1
2022-23,166,59.122,Guru Nanak Eye Centre,0,34,34,0,7,6,34,0,0,200,0,0,200,0,1,1,2
2022-23,166,59.123,Health and Family Welfare Department,100,1813,1913,1591,337,333,321,1,0,5670,2179,0,7849,0,38,1,39
2022-23,166,59.124,Hindi Academy Delhi,0,38,38,0,2,1,37,0,0,140,40,0,180,0,0,0,0
2022-23,166,59.125,Home Department GNCTD,13,739,752,620,39,39,130,0,0,3260,2408,0,5668,10,6,3,19
2022-23,166,59.126,Institute of Human Behaviour and Allied Sciences,20,171,191,1,40,38,139,38,0,1335,0,0,1335,0,0,0,0
2022-23,166,59.127,Jag Pravesh Chandra Hospital,3,70,73,1,14,13,67,0,0,320,0,0,320,0,1,1,2
2022-23,167,59.128,Labour Department Delhi,328,1928,2256,179,361,337,1723,50,0,7510,826,0,8336,23,21,13,57
2022-23,167,59.129,Lal Bahadur Shastri Hospital,34,127,161,3,21,17,145,0,0,140,130,0,270,0,0,0,0
2022-23,167,59.130,Lok Nayak Hospital,4,362,366,0,7,7,366,0,0,0,0,0,0,0,1,1,2
2022-23,167,59.131,Lt. Governors Secretariat,16,2090,2106,961,258,3,1069,0,0,14640,210,0,14850,1,1,1,3
2022-23,167,59.132,Maharaja Agrasen College Delhi,71,54,125,0,4,0,31,0,0,40,0,0,40,0,0,0,0
2022-23,167,59.133,Maharishi Valmiki Hospital,0,37,37,0,4,4,37,0,0,120,0,0,120,0,0,0,0
2022-23,167,59.134,Maharshi Valmiki College of Education,5,19,24,1,0,0,18,0,0,10,0,0,10,0,0,0,0
2022-23,167,59.135,Maulana Azad Institute of Dental Sciences,1,44,45,0,6,6,42,0,0,290,0,0,290,1,1,0,2
2022-23,167,59.136,NCC Department,0,15,15,0,2,2,15,0,0,0,0,0,0,0,3,1,4
2022-23,167,59.137,Nehru Homoeopathic Medical College and Hospital,2,17,19,0,1,1,18,0,0,60,218,0,278,0,0,0,0
2022-23,167,59.138,Netaji Subhas Institute of Technology,690,239,929,0,0,0,0,0,0,2010,108,0,2118,0,0,0,0
2022-23,167,59.139,Principal Account Ofifce,14,186,200,40,29,29,146,0,0,1375,192,0,1567,0,0,0,0
2022-23,167,59.140,Pt Madan Mohan Malviya Hospital,1,17,18,0,4,4,16,2,0,150,0,0,150,1,1,1,3
2022-23,167,59.141,Public Grievance Commission,2,238,240,91,30,29,137,0,0,1460,1692,0,3152,0,1,0,1
2022-23,167,59.142,Public Works Department Delhi,10,1383,1393,407,68,67,872,0,0,4054,3060,0,7114,127,127,41,295
2022-23,167,59.143,Punjabi Academy Delhi,3,21,24,1,2,2,20,2,0,10,0,0,10,1,1,0,2
2022-23,167,59.144,Rajya Sainik Board Delhi,0,9,9,3,2,0,4,0,0,30,0,0,30,0,1,1,2
2022-23,167,59.145,Rao Tula Ram Memorial Hospital,5,48,53,0,4,0,47,0,0,430,0,0,430,0,0,0,0
2022-23,168,59.146,Revenue Department,0,5260,5260,5260,873,458,0,0,0,30515,0,0,30515,0,107,12,119
2022-23,168,59.147,Sahitya Kala Parishad,0,12,12,1,3,2,11,0,0,0,0,0,0,1,1,1,3
2022-23,168,59.148,Samajik Suvidha Sangam,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2022-23,168,59.149,Sanjay Gandhi Memorial Hospital,4,95,99,0,4,4,94,0,0,670,0,0,670,1,1,1,3
2022-23,168,59.150,Sardar Vallabh Bhai Patel Hospital,2,23,25,0,3,3,25,0,0,185,0,0,185,1,1,1,3
2022-23,168,59.151,Satyawadi Raja Harishchandra Hospital,1,56,57,1,6,6,56,0,0,210,0,0,210,1,1,1,3
2022-23,168,59.152,Services Department,526,1185,1711,486,105,28,644,0,0,870,2620,0,3490,11,3,1,15
2022-23,168,59.153,Shaheed Rajguru College of Applied Sciences for Women,0,39,39,1,4,4,37,0,0,80,0,0,80,1,1,1,3
2022-23,168,59.154,Shaheed Sukhdev College of Business Studies,0,42,42,1,1,1,41,0,0,0,0,0,0,0,0,0,0
2022-23,168,59.155,Sindhi Academy,0,25,25,0,0,0,23,0,0,10,0,0,10,0,1,1,2
2022-23,168,59.156,State Election Commission Delhi,0,186,186,56,28,28,101,0,0,690,72,0,762,0,1,1,2
2022-23,168,59.157,Tourism Department Delhi,0,31,31,17,0,0,14,0,0,210,0,0,210,0,0,0,0
2022-23,168,59.158,Ambedkar Institute of Technology,389,29,418,0,1,1,6,0,0,0,0,0,0,0,0,0,0
2022-23,168,59.159,Ambedkar Institute of Advance Communication Technologies and Research,0,5,5,0,0,0,5,0,0,50,0,0,50,0,0,0,0
2022-23,168,59.160,Kasturba Institute of Technology,35,2,37,1,9,0,0,0,0,0,0,0,0,1,1,1,3
2022-23,168,59.161,Bhai Parmanand Institute of Business Studies,7,21,28,0,0,0,21,0,0,0,0,0,0,1,1,1,3
2022-23,168,59.162,Delhi Dialogue & Development Commission,0,24,24,9,5,4,14,0,0,0,0,0,0,0,0,0,0
2022-23,168,59.163,Deputy Apprenticeship Advisor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2022-23,168,59.164,DFC (New Delhi & Chandigarh),1,8,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2022-23,168,59.165,Forensic Science Laboratory,27,167,194,2,22,22,131,0,0,1290,0,0,1290,0,2,2,4
2022-23,169,59.166,G B Pant Institute of Technology,0,20,20,0,0,0,18,0,0,0,0,0,0,1,1,1,3
2022-23,169,59.167,Guru Nanak Institute of Technology,8,21,29,2,5,3,18,1,0,140,14,0,154,0,1,1,2
2022-23,169,59.168,Guru Teg Bahadur (GTB) Hospital,14,313,327,19,48,48,302,0,0,1630,256,0,1886,0,0,0,0
2022-23,169,59.169,Indira Gandhi Delhi Technical University for Women (IGDTUW),16,119,135,0,10,6,106,0,0,760,0,0,760,0,0,0,0
2022-23,169,59.170,Indraprastha Power Generation Co. Ltd. (GENCO),6,115,121,12,25,23,105,0,0,1080,0,0,1080,1,3,1,5
2022-23,169,59.171,Meera Bai Institute of Technology,96,27,123,0,3,3,19,0,0,20,0,0,20,0,1,1,2
2022-23,169,59.172,Ofifce of the Minister (Sh. Rajendra Pal Gautam),0,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,169,59.173,Ofifce of the Minister (Sh. Satyendar Jain),0,85,85,81,11,0,4,0,0,560,0,0,560,1,1,1,3
2022-23,169,59.174,Pusa Institute of Technology,0,16,16,0,2,2,14,2,0,0,0,0,0,1,1,1,3
2022-23,169,59.175,State Council of Educational Research and Training (SCERT),3,209,212,24,13,13,180,0,0,220,124,0,344,1,1,1,3
2022-23,169,59.176,Weight & Measures Department,0,18,18,0,0,0,18,0,0,10,0,0,10,0,0,0,0
2022-23,169,59.177,South Delhi Municipal Corporation Central Zone,41,2872,2913,75,290,290,2796,0,0,14060,0,0,14060,0,0,0,0
2022-23,169,59.178,South Delhi Municipal Corporation Education Department,0,607,607,229,31,31,378,0,0,1130,248,0,1378,0,0,0,0
2022-23,169,59.179,South Delhi Municipal Corporation Engineering Deptt,0,3351,3351,1136,0,0,1173,0,0,1000,492,0,1492,0,0,0,0
2022-23,169,59.180,South Delhi Municipal Corporation Finance Deptt,0,496,496,74,19,18,421,0,0,10,0,0,10,0,0,0,0
2022-23,169,59.181,South Delhi Municipal Corporation Head Quarter,119,553,672,87,31,31,466,0,0,1409,36,0,1445,0,0,0,0
2022-23,169,59.182,South Delhi Municipal Corporation Najafgarh Zone,3888,686,4574,15,50,0,0,0,0,4218,7246,0,11464,0,0,0,0
2022-23,169,59.183,South Delhi Municipal Corporation West Zone,45,2709,2754,263,231,231,2469,16,0,18995,1888,0,20883,0,3,1,4
2022-23,170,59.184,"Maithili Bhojpuri Academy, Delhi",0,10,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2022-23,170,59.185,Dr G G L S Prachya Vidya Pratishthan,0,5,5,0,0,0,5,0,0,0,0,0,0,0,1,0,1
2022-23,170,59.186,Delhi Medical Council,2036,201,2237,3,23,18,158,0,0,1060,10319,0,11379,0,1,1,2
2022-23,170,59.187,CDMO Ofifce (North),7,115,122,8,6,6,110,0,0,110,0,0,110,0,0,0,0
2022-23,170,59.188,Keshav Mahavidyalaya,0,45,45,0,7,0,40,0,0,80,0,0,80,1,1,1,3
2022-23,170,59.189,Delhi State Cancer Institute,8,53,61,0,10,10,56,0,0,18,3,0,21,1,1,1,3
2022-23,170,59.190,Aditi Mahavidyalaya,7,49,56,1,6,6,51,0,0,130,0,0,130,1,1,1,3
2023-24,162,59.1,National Law University Delhi,1,70,71,0,6,4,67,0,0,192,0,0,192,1,1,1,3
2023-24,162,59.2,Bhaskaracharaya College of Applied Sciences,1,18,19,0,0,0,19,0,0,100,0,0,100,1,1,1,3
2023-24,162,59.3,Delhi State Legal Services Authority,97,734,831,,46,31,528,14,0,734,248,0,982,2,13,1,16
2023-24,162,59.4,Ofifce of the Deputy Commissioner West,37,1084,1121,184,0,0,843,1,0,1560,0,0,1560,0,0,0,0
2023-24,162,59.5,Ofifce of the Chief Electoral Ofifcer,108,1078,1186,750,121,115,380,46,0,400,0,0,400,0,0,0,0
2023-24,162,59.6,Ofifce of the Chief Minister Delhi,26,1661,1687,1389,199,199,189,4,0,14385,0,0,14385,0,0,0,0
2023-24,162,59.7,Ofifce of the Chief Secretary Delhi Ofifce of the Deputy Commissioner Central [merged 1/2],0,864,864,796,99,93,68,0,0,166,40,0,206,0,1,1,2
2023-24,162,59.8,Ofifce of the Chief Secretary Delhi Ofifce of the Deputy Commissioner Central [merged 2/2],666,601,1267,900,220,220,0,0,0,1365,0,0,1365,2,0,0,2
2023-24,162,59.9,Ofifce of the Deputy Commissioner East,189,335,524,524,89,73,0,0,0,1300,0,0,1300,8,0,22,30
2023-24,162,59.10,Ofifce of the Deputy Commissioner New Delhi,12,520,532,55,43,43,470,0,0,1270,235,0,1505,0,0,0,0
2023-24,162,59.11,Ofifce of the Deputy Commissioner North,156,2944,3100,365,271,271,2579,0,0,12450,0,0,12450,0,0,0,0
2023-24,163,59.12,Ministry/ Independent Department Ofifce of the Deputy Commissioner North,34,73,108,6,2,0,15,57,0,42,0,0,,0,0,0,0
2023-24,163,59.13,East Ofifce of the Deputy Commissioner North West Ofifce of the Deputy Commissioner South [merged 1/2],9,5,4,248,89,89,4,3,0,0,6166,0,0,3,8,1,12
2023-24,163,59.14,East Ofifce of the Deputy Commissioner North West Ofifce of the Deputy Commissioner South [merged 2/2],19,543,562,447,203,29,311,0,0,2105,0,0,8271,0,0,0,0
2023-24,163,59.15,Ofifce of the Deputy Commissioner South West,656,105,761,48,12,0,100,0,0,410,0,0,410,1,1,1,3
2023-24,163,59.16,Ofifce of the Lokayukta Delhi,0,32,32,15,0,0,17,0,0,70,0,0,70,0,0,0,0
2023-24,163,59.17,Ofifce of the Minister of Food and Civil Supplies,1,18,19,16,1,0,3,0,0,50,0,0,50,0,0,0,0
2023-24,163,59.18,Ofifce of the Minister of Transport Development GAD Employment and Labour,1,45,46,41,6,5,5,0,0,290,0,0,290,0,0,0,0
2023-24,163,59.19,Ofifce of the Minister of Transport Law and Election,0,84,84,75,15,15,9,0,0,760,0,0,760,0,0,0,0
2023-24,163,59.20,Dr. B.R. Ambedkar University Delhi,20,88,108,0,39,10,99,0,0,100,874,0,974,0,1,1,2
2023-24,163,59.21,Delhi Technological University,0,183,183,5,35,35,178,0,0,420,76,0,496,1,1,1,3
2023-24,163,59.22,Indira Gandhi Institute of Physical Education and Sports Sciences Food Supply and Consumers Affairs [merged 1/2],0,20,20,0,1,1,18,0,0,0,0,0,0,0,0,0,0
2023-24,163,59.23,Indira Gandhi Institute of Physical Education and Sports Sciences Food Supply and Consumers Affairs [merged 2/2],5,127,128,49,15,0,78,0,0,315,10,0,325,0,0,1,1
2023-24,163,59.24,Drug Control Department,121,8,3,7,4,6,1,0,0,0,0,0,0,2,1,1,4
2023-24,163,59.25,Maulana Azad Medical College,17,130,147,5,2,0,0,0,0,940,0,0,940,1,1,1,3
2023-24,163,59.26,Urdu Academy Delhi,6,22,28,0,0,0,17,6,0,10,0,0,10,0,0,0,0
2023-24,163,59.27,Planning Department,2,127,129,50,10,10,73,0,0,970,0,0,970,1,1,1,3
2023-24,163,59.28,Department of Social Welfare GNCT of Delhi,7,798,805,130,132,125,664,0,0,1496,0,0,1496,0,54,1,55
2023-24,164,59.29,Registrar Cooperative Society Deptt. of Finance Delhi Electricity Regulatory Commission (DERC) [merged 1/3],285,361,646,139,386,354,310,0,0,1470,8889,0,359,0,0,0,0
2023-24,164,59.30,Registrar Cooperative Society Deptt. of Finance Delhi Electricity Regulatory Commission (DERC) [merged 2/3],0,369,369,218,4,4,147,0,0,370,0,0,370,0,0,0,0
2023-24,164,59.31,Registrar Cooperative Society Deptt. of Finance Delhi Electricity Regulatory Commission (DERC) [merged 3/3],51,425,476,33,41,41,325,0,0,1226,4066,0,5292,1,1,1,3
2023-24,164,59.32,MCD,0,10641,10641,10641,0,0,0,0,0,5095,0,0,5095,0,0,0,0
2023-24,164,59.33,NDMC,146,1485,1631,127,404,136,876,0,0,13040,2740,0,15780,68,71,54,193
2023-24,164,59.34,Delhi Labour Welfare Board,0,111,111,5,23,0,54,0,0,340,0,0,340,0,0,0,0
2023-24,164,59.35,Information and Technology Department,4,79,83,24,7,5,57,0,0,520,0,0,520,1,2,2,5
2023-24,164,59.36,A and U Tibbia College and Hospital,321,26,347,0,16,8,0,0,0,190,124,0,314,0,1,1,2
2023-24,164,59.37,Acharayashree Bhikshu Government Hospital,2,50,52,0,6,6,50,0,0,400,20,0,420,1,1,1,3
2023-24,164,59.38,Acharya Narendra Dev College,0,31,31,3,2,2,4,24,0,40,0,0,40,2,1,1,4
2023-24,164,59.39,"Administrative Reforms Department Art, Culture and Language Department [merged 1/2]",0,126,126,74,24,22,48,1,0,200,0,0,200,1,1,1,3
2023-24,164,59.40,"Administrative Reforms Department Art, Culture and Language Department [merged 2/2]",0,42,42,27,2,2,15,0,0,120,0,0,120,1,1,1,3
2023-24,164,59.41,Aruna Asaf Ali Government Hospital,77,45,122,0,4,4,58,0,0,300,210,0,510,0,0,0,0
2023-24,164,59.42,Department of Women and Child Development,67,727,794,153,135,133,626,15,0,1470,16,0,1486,0,0,0,0
2023-24,164,59.43,Attar Sain Jain Eye and General Hospital,0,7,7,0,1,1,7,0,0,50,20,0,70,0,1,1,2
2023-24,164,59.44,Babu Jagjivan Ram Memorial Hospital,4,72,76,1,9,7,60,0,0,529,0,0,529,0,0,1,1
2023-24,165,59.45,Ministry/ Independent Department Bhagini Nivedita College,225,36,261,6,8,0,32,0,0,50,0,0,,0,0,0,0
2023-24,165,59.46,Bhagwan Mahavir Hospital Bhim Rao Ambedkar College Delhi Jal Board [merged 1/3],8,54,62,0,0,0,50,0,0,490,0,0,490,1,1,1,3
2023-24,165,59.47,Bhagwan Mahavir Hospital Bhim Rao Ambedkar College Delhi Jal Board [merged 2/3],205,38,243,0,3,0,0,0,0,50,0,0,50,0,0,1,1
2023-24,165,59.48,Bhagwan Mahavir Hospital Bhim Rao Ambedkar College Delhi Jal Board [merged 3/3],742,1632,2374,4,545,506,1623,0,0,11370,31816,0,43186,218,0,64,282
2023-24,165,59.49,Board of Homoeopathic System of Medicine Delhi,22,9,31,0,0,0,8,0,0,10,20,0,30,0,0,0,0
2023-24,165,59.50,Board of Technical Education,0,101,101,0,17,17,101,0,0,770,30,0,800,1,1,1,3
2023-24,165,59.51,Central Jail Tihar,0,596,596,49,87,87,547,0,0,1940,1485,0,3425,0,19,1,20
2023-24,165,59.52,Chacha Nehru Bal Chikitsalaya,0,28,28,,2,2,24,1,0,200,0,0,200,0,0,0,0
2023-24,165,59.53,College of Art,6,34,40,0,0,0,40,0,0,210,0,0,210,0,1,1,2
2023-24,165,59.54,Commission for OBC,1,3,4,0,0,0,4,0,0,20,0,0,20,1,1,1,3
2023-24,165,59.55,Deen Dayal Upadhyay Hospital Deen Dayal Upadhyaya College [merged 1/2],85,7,92,0,0,0,0,10,0,930,0,0,930,0,0,0,0
2023-24,165,59.56,Deen Dayal Upadhyay Hospital Deen Dayal Upadhyaya College [merged 2/2],0,48,48,3,8,0,21,0,0,50,56,0,61,1,1,1,3
2023-24,165,59.57,Delhi Agricultural Marketing Board,6,537,543,107,53,53,367,0,0,2550,4,0,4,14,14,1,29
2023-24,165,59.58,Delhi Bharatiya Chikitsa Parishad,0,25,25,2,1,0,21,0,0,60,0,0,60,0,1,1,2
2023-24,165,59.59,Delhi Co Operative Housing Finance Corpo­ ration Limited,2,23,25,3,7,0,18,4,0,110,0,0,110,1,1,1,3
2023-24,165,59.60,Delhi Commission for Safai Karamcharis,0,31,31,17,3,3,14,0,0,160,0,0,160,0,0,1,1
2023-24,165,59.61,Delhi Commission for Women,2,421,423,69,36,18,341,0,0,3270,2823,0,6093,1,1,1,3
2023-24,166,59.62,Store Limited Delhi Dental Council Delhi Fire Services [merged 1/3],2,14,16,0,3,3,15,0,0,70,0,0,70,0,1,1,2
2023-24,166,59.63,Store Limited Delhi Dental Council Delhi Fire Services [merged 2/3],0,16,16,3,0,0,12,0,0,10,0,0,10,1,1,0,2
2023-24,166,59.64,Store Limited Delhi Dental Council Delhi Fire Services [merged 3/3],84,984,1068,6,176,24,1009,0,0,4965,0,0,4965,0,8,1,9
2023-24,166,59.65,Delhi Institute of Hotel Management and Catering Technology,0,33,33,11,1,1,22,0,0,20,0,0,20,0,0,0,0
2023-24,166,59.66,Delhi Institute of Pharmaceutical Sciences and Research,7,75,82,0,15,13,80,0,0,130,0,0,130,1,1,1,3
2023-24,166,59.67,Delhi Khadi and Village Industries Board,0,11,11,1,2,2,9,0,0,40,0,0,40,1,1,1,3
